#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2020,7,11,15,30,6,0.3,0.7,99,99,99,999,1017.1,13.7,17.9,999,99,99
2020,7,11,15,40,31,0.4,1.1,0.54,7.14,5.4,262,1017,14,18.2,999,99,99
2020,7,11,15,50,320,0.1,0.8,99,99,99,999,1017,13.9,18.2,999,99,99
2020,7,11,16,0,191,0.7,1.7,99,99,99,999,1017.1,14,18.1,999,99,99
2020,7,11,16,10,199,1,1.9,99,99,99,999,1017.1,14,18.4,999,99,99
2020,7,11,16,20,184,1.4,2.8,99,99,99,999,1017.2,14.1,18.5,999,99,99
2020,7,11,16,30,144,1.5,2.7,99,99,99,999,1017.3,14.4,18.3,999,99,99
2020,7,11,16,40,127,1.9,2.8,0.59,7.69,5.89,271,1017.3,14.5,18.6,999,99,99
2020,7,11,16,50,146,1.4,2.5,99,99,99,999,1017.5,14.5,18.5,999,99,99
2020,7,11,17,0,96,1.2,1.9,99,99,99,999,1017.6,14.7,18.6,999,99,99
2020,7,11,17,10,121,2,2.8,99,99,99,999,1017.7,14.7,18.5,999,99,99
2020,7,11,17,20,118,1.6,2.6,99,99,99,999,1017.7,14.6,18.5,999,99,99
2020,7,11,17,30,92,0.8,1.9,99,99,99,999,1017.8,14.6,18.4,999,99,99
2020,7,11,17,40,126,0.3,1.8,0.59,7.69,5.9,269,1017.8,14.6,18.2,999,99,99
2020,7,11,17,50,77,0.1,0.8,99,99,99,999,1017.8,14.8,18.3,999,99,99
2020,7,11,18,0,278,0.2,0.8,99,99,99,999,1017.8,14.5,18,999,99,99
2020,7,11,18,10,240,0.2,0.9,99,99,99,999,1017.8,14.4,17.8,999,99,99
2020,7,11,18,20,200,0.4,1,99,99,99,999,1017.8,14.5,17.6,999,99,99
2020,7,11,18,30,261,0.6,1.6,99,99,99,999,1017.8,14.5,17.5,999,99,99
2020,7,11,18,40,227,0.8,1.7,0.58,7.14,5.92,271,1017.8,14.6,17.6,999,99,99
2020,7,11,18,50,251,1.7,2.7,99,99,99,999,1017.8,14.7,17.7,999,99,99
2020,7,11,19,0,260,2,3,99,99,99,999,1017.6,14.9,17.6,999,99,99
2020,7,11,19,10,259,2.2,3.7,99,99,99,999,1017.5,15,17.7,999,99,99
2020,7,11,19,20,267,2.6,4,99,99,99,999,1017.4,15.3,17.7,999,99,99
2020,7,11,19,30,266,2.7,3.6,99,99,99,999,1017.3,15.3,17.7,999,99,99
2020,7,11,19,40,269,3.2,4.4,0.61,7.14,5.71,269,1017.2,15.5,17.8,999,99,99
2020,7,11,19,50,259,3.8,4.8,99,99,99,999,1017,15.5,17.8,999,99,99
2020,7,11,20,0,265,3.9,4.9,99,99,99,999,1016.9,15.6,17.8,999,99,99
2020,7,11,20,10,266,4.6,5.4,99,99,99,999,1016.7,15.8,17.9,999,99,99
2020,7,11,20,20,259,4.5,5.8,99,99,99,999,1016.7,16,17.8,999,99,99
2020,7,11,20,30,262,4.3,5.5,99,99,99,999,1016.7,16,17.5,999,99,99
2020,7,11,20,40,266,4.4,5.8,0.7,7.69,6,269,1016.6,16,17.7,999,99,99
2020,7,11,20,50,274,4.8,5.6,99,99,99,999,1016.4,16.1,17.7,999,99,99
2020,7,11,21,0,280,5.3,6.3,99,99,99,999,1016.3,16.2,17.5,999,99,99
2020,7,11,21,10,279,5.6,6.6,99,99,99,999,1016.1,16.1,17.1,999,99,99
2020,7,11,21,20,277,5.8,7.3,99,99,99,999,1016,16.1,17.4,999,99,99
2020,7,11,21,30,279,6.1,7.3,99,99,99,999,1015.9,15.9,17.2,999,99,99
2020,7,11,21,40,270,5.7,6.9,0.8,7.69,5.51,274,1016.1,15.6,17.2,999,99,99
2020,7,11,21,50,265,5.6,6.8,99,99,99,999,1016,15.4,17.1,999,99,99
2020,7,11,22,0,263,5.8,7.2,99,99,99,999,1015.8,15.4,17.1,999,99,99
2020,7,11,22,10,264,5.8,7.2,99,99,99,999,1015.8,15.5,17.2,999,99,99
2020,7,11,22,20,263,5.8,6.8,99,99,99,999,1015.6,15.5,17.1,999,99,99
2020,7,11,22,30,259,5.7,7.5,99,99,99,999,1015.6,15.6,17.1,999,99,99
2020,7,11,22,40,262,5.9,7.1,0.87,7.14,4.87,277,1015.6,15.7,17.2,999,99,99
2020,7,11,22,50,267,5.7,7.1,99,99,99,999,1015.5,15.8,17.1,999,99,99
2020,7,11,23,0,275,6.1,7.5,99,99,99,999,1015.4,15.7,17.2,999,99,99
2020,7,11,23,10,281,6,7.1,99,99,99,999,1015.2,15.6,17.3,999,99,99
2020,7,11,23,20,282,6.5,7.8,99,99,99,999,1015,15.7,17.7,999,99,99
2020,7,11,23,30,280,6.4,7.5,99,99,99,999,1014.9,15.7,18.2,999,99,99
2020,7,11,23,40,272,6,7.1,0.86,7.14,4.94,275,1014.8,15.8,18.4,999,99,99
2020,7,11,23,50,271,6,7.4,99,99,99,999,1014.7,15.8,18.5,999,99,99
2020,7,12,0,0,263,6.1,7.3,99,99,99,999,1014.7,16.1,18.5,999,99,99
2020,7,12,0,10,260,6.4,7.6,99,99,99,999,1014.5,16.1,18.4,999,99,99
2020,7,12,0,20,259,6.4,7.4,99,99,99,999,1014.4,16.3,18.4,16.2,99,99
2020,7,12,0,30,256,6.4,7.6,99,99,99,999,1014.3,16.5,18.6,16,99,99
2020,7,12,0,40,255,6.2,7.7,0.78,7.14,4.67,271,1014.2,16.7,18.4,16.2,99,99
2020,7,12,0,50,258,6.6,7.7,99,99,99,999,1014,16.8,18.5,16.1,99,99
2020,7,12,1,0,265,6.6,8.2,99,99,99,999,1013.9,16.8,18.4,16,99,99
2020,7,12,1,10,261,6.4,7.6,99,99,99,999,1014,16.8,18.3,15.9,99,99
2020,7,12,1,20,259,6.3,7.4,99,99,99,999,1014.1,16.8,18.2,15.9,99,99
2020,7,12,1,30,253,6.7,7.8,99,99,99,999,1014.1,16.8,18,15.7,99,99
2020,7,12,1,40,253,6.7,8.1,0.88,7.14,4.39,265,1014,16.7,17.9,15.6,99,99
2020,7,12,1,50,254,6.8,7.9,99,99,99,999,1014,16.6,17.9,15.6,99,99
2020,7,12,2,0,256,6.7,7.7,99,99,99,999,1014,16.6,17.7,15.7,99,99
2020,7,12,2,10,259,6.7,7.8,99,99,99,999,1013.8,16.6,17.8,15.7,99,99
2020,7,12,2,20,262,7,8.5,99,99,99,999,1013.8,16.5,17.7,15.6,99,99
2020,7,12,2,30,262,6.8,8.3,99,99,99,999,1013.8,16.5,17.6,15.6,99,99
2020,7,12,2,40,260,6.6,7.7,0.64,7.69,3.99,265,1013.9,16.5,17.4,15.6,99,99
2020,7,12,2,50,254,6,6.8,99,99,99,999,1013.9,16.5,17.2,15.7,99,99
2020,7,12,3,0,252,5.9,7.1,99,99,99,999,1014,16.4,17.1,15.6,99,99
2020,7,12,3,10,256,5.8,6.8,99,99,99,999,1014,16.4,17,15.6,99,99
2020,7,12,3,20,247,6,7.2,99,99,99,999,1013.9,16.3,17,15.5,99,99
2020,7,12,3,30,245,6.2,7.3,99,99,99,999,1013.8,16.3,16.9,15.5,99,99
2020,7,12,3,40,245,6.6,8.1,0.73,5.56,4.11,266,1013.7,16.4,16.8,15.5,99,99
2020,7,12,3,50,243,7,8.2,99,99,99,999,1013.6,16.5,16.8,15.6,99,99
2020,7,12,4,0,244,6.8,8.3,99,99,99,999,1013.7,16.5,16.7,15.6,99,99
2020,7,12,4,10,243,7.4,8.7,99,99,99,999,1013.8,16.5,16.8,15.5,99,99
2020,7,12,4,20,243,7.4,9.3,99,99,99,999,1014,16.6,16.8,15.6,99,99
2020,7,12,4,30,242,7.3,9.1,99,99,99,999,1014,16.6,16.8,15.7,99,99
2020,7,12,4,40,244,7.2,9.5,0.89,5.56,4.06,269,1014,16.6,16.8,15.7,99,99
2020,7,12,4,50,245,6.8,8.2,99,99,99,999,1014,16.6,16.9,15.7,99,99
2020,7,12,5,0,247,6.9,8.5,99,99,99,999,1014,16.6,16.8,15.7,99,99
2020,7,12,5,10,248,7.4,8.6,99,99,99,999,1014,16.6,16.9,15.7,99,99
2020,7,12,5,20,245,6.5,8.2,99,99,99,999,1014.2,16.6,17,15.7,99,99
2020,7,12,5,30,247,6.5,7.7,99,99,99,999,1014.3,16.6,17,15.7,99,99
2020,7,12,5,40,244,6.9,7.9,0.9,5.26,4.2,266,1014.1,16.6,17.2,15.7,99,99
2020,7,12,5,50,240,7.3,8.5,99,99,99,999,1014,16.6,17.3,15.7,99,99
2020,7,12,6,0,236,7.2,8.4,99,99,99,999,1014.1,16.5,17.2,15.7,99,99
2020,7,12,6,10,237,7.2,8.4,99,99,99,999,1014,16.5,17,15.7,99,99
2020,7,12,6,20,241,6.8,8.2,99,99,99,999,1014,16.6,17.1,15.8,99,99
2020,7,12,6,30,245,6.1,7.6,99,99,99,999,1014,16.6,17.1,15.8,99,99
2020,7,12,6,40,242,6.2,7.4,0.98,5.88,4.42,259,1014,16.5,17,15.6,99,99
2020,7,12,6,50,240,5.4,6.6,99,99,99,999,1014.1,16.5,17.2,15.5,99,99
2020,7,12,7,0,238,5.3,6.4,99,99,99,999,1014.1,16.5,17.2,15.5,99,99
2020,7,12,7,10,228,5.3,6.4,99,99,99,999,1014.2,16.5,17.2,15.6,99,99
2020,7,12,7,20,227,5.5,6.6,99,99,99,999,1013.9,16.4,17.2,15.5,99,99
2020,7,12,7,30,228,5.7,6.8,99,99,99,999,1013.8,16.3,17.2,15.5,99,99
2020,7,12,7,40,221,5.9,7.1,0.98,7.69,4.57,267,1013.9,16.2,17.2,15.4,99,99
2020,7,12,7,50,224,5.5,6.4,99,99,99,999,1013.8,16.1,17.1,15.3,99,99
2020,7,12,8,0,218,5.2,6.5,99,99,99,999,1013.8,16.1,17.1,15.4,99,99
2020,7,12,8,10,214,5.5,6.2,99,99,99,999,1013.8,16,17.1,15.3,99,99
2020,7,12,8,20,216,5.7,6.7,99,99,99,999,1013.5,16,17.1,15.3,99,99
2020,7,12,8,30,211,5.9,7.2,99,99,99,999,1013.6,16,17.1,15.4,99,99
2020,7,12,8,40,209,6.1,7.5,1.07,7.14,4.7,266,1013.5,15.9,17,15.3,99,99
2020,7,12,8,50,211,6.4,7.4,99,99,99,999,1013.4,15.8,17,15.2,99,99
2020,7,12,9,0,206,6.2,8.2,99,99,99,999,1013.4,15.9,17,15.4,99,99
2020,7,12,9,10,207,7,8.5,99,99,99,999,1013.3,15.9,17,15.4,99,99
2020,7,12,9,20,210,7.5,8.9,99,99,99,999,1013.3,15.9,17,15.4,99,99
2020,7,12,9,30,204,6.9,8.4,99,99,99,999,1013.3,16,17,15.5,99,99
2020,7,12,9,40,206,6.9,8,1.07,7.14,4.75,261,1013.3,16,17,15.5,99,99
2020,7,12,9,50,204,6.5,7.7,99,99,99,999,1013.3,16,17,15.4,99,99
2020,7,12,10,0,203,6.3,7.8,99,99,99,999,1013.3,15.9,17,15.3,99,99
2020,7,12,10,10,206,6.4,7.5,99,99,99,999,1013.2,15.8,17,15.2,99,99
2020,7,12,10,20,207,6.2,7.4,99,99,99,999,1013.2,15.8,17,15.2,99,99
2020,7,12,10,30,207,6.3,8,99,99,99,999,1013.2,15.7,17,15.1,99,99
2020,7,12,10,40,207,6.2,8,1.03,7.69,4.55,265,1013.2,15.7,17,15.1,99,99
2020,7,12,10,50,200,6.6,8.2,99,99,99,999,1013.2,15.6,17,15,99,99
2020,7,12,11,0,200,7.2,8.4,99,99,99,999,1013.2,15.5,17,15,99,99
2020,7,12,11,10,205,6.9,8.2,99,99,99,999,1013.1,15.6,17,15.1,99,99
2020,7,12,11,20,207,7.2,8.3,99,99,99,999,1013.2,15.6,17,15.1,99,99
2020,7,12,11,30,203,7,8.4,99,99,99,999,1013.3,15.7,17,15.3,99,99
2020,7,12,11,40,203,7.5,8.7,0.95,7.14,4.67,261,1013.2,15.8,17,15.3,99,99
2020,7,12,11,50,208,7.5,8.7,99,99,99,999,1013.3,15.9,17,15.5,99,99
2020,7,12,12,0,204,6.7,8,99,99,99,999,1013.4,15.9,17,15.5,99,99
2020,7,12,12,10,203,6,7,99,99,99,999,1013.4,15.9,17,15.5,99,99
2020,7,12,12,20,204,6.1,7,99,99,99,999,1013.3,16,17,15.6,99,99
2020,7,12,12,30,208,5.6,6.5,99,99,99,999,1013.4,16.1,17,15.7,99,99
2020,7,12,12,40,206,5.3,6.2,0.87,5.56,4.52,266,1013.5,16.1,17,15.7,99,99
2020,7,12,12,50,204,5.4,6.2,99,99,99,999,1013.6,16.1,17,15.7,99,99
2020,7,12,13,0,204,5.1,5.9,99,99,99,999,1013.7,16.1,17.1,15.7,99,99
2020,7,12,13,10,206,5.1,6.1,99,99,99,999,1013.8,16.2,17.1,15.8,99,99
2020,7,12,13,20,215,4.7,5.6,99,99,99,999,1013.7,16.2,17.1,15.8,99,99
2020,7,12,13,30,214,4.6,5.4,99,99,99,999,1013.8,16.2,17.1,15.8,99,99
2020,7,12,13,40,220,4.4,5,0.87,7.69,5.07,272,1013.8,16.2,17.1,15.8,99,99
2020,7,12,13,50,222,4.4,5.2,99,99,99,999,1013.8,16.2,17.1,15.9,99,99
2020,7,12,14,0,228,4.4,5.3,99,99,99,999,1013.9,16.2,17.1,15.8,99,99
2020,7,12,14,10,227,4.4,5.3,99,99,99,999,1014,16.2,17.1,15.8,99,99
2020,7,12,14,20,232,4.2,5.1,99,99,99,999,1014,16.2,17.1,15.8,99,99
2020,7,12,14,30,228,4.1,4.9,99,99,99,999,1014,16.2,17.1,15.8,99,99
2020,7,12,14,40,232,4.3,5.1,0.91,7.14,5.18,270,1014,16.1,17.1,15.6,99,99
2020,7,12,14,50,237,3.8,4.6,99,99,99,999,1014,16.2,17.1,15.7,99,99
2020,7,12,15,0,239,3.5,4.4,99,99,99,999,1014.1,16.2,17.2,15.7,99,99
2020,7,12,15,10,241,2.8,3.7,99,99,99,999,1014.3,16.2,17.2,15.7,99,99
2020,7,12,15,20,236,2.8,3.5,99,99,99,999,1014,16.2,17.1,15.7,99,99
2020,7,12,15,30,237,2.9,3.7,99,99,99,999,1014.1,16.2,17.2,15.7,99,99
2020,7,12,15,40,234,3.2,3.8,0.86,7.14,5.27,273,1014,16.3,17.2,15.8,99,99
2020,7,12,15,50,237,3.2,3.8,99,99,99,999,1014,16.3,17.2,15.9,99,99
2020,7,12,16,0,242,3,3.5,99,99,99,999,1013.9,16.3,17.2,15.8,99,99
2020,7,12,16,10,238,3.1,3.8,99,99,99,999,1013.7,16.4,17.3,15.9,99,99
2020,7,12,16,20,239,2.8,3.3,99,99,99,999,1013.7,16.5,17.3,16,99,99
2020,7,12,16,30,237,2.7,3.3,99,99,99,999,1013.8,16.5,17.3,16,99,99
2020,7,12,16,40,233,2.6,3.1,0.77,7.14,5.06,270,1013.8,16.6,17.3,16,99,99
2020,7,12,16,50,245,2.6,3.1,99,99,99,999,1013.7,16.6,17.3,16,99,99
2020,7,12,17,0,256,2.5,3.2,99,99,99,999,1013.7,16.6,17.4,16,99,99
2020,7,12,17,10,260,2.5,3.1,99,99,99,999,1013.7,16.7,17.4,16,99,99
2020,7,12,17,20,267,2.8,3.4,99,99,99,999,1013.7,16.7,17.5,16,99,99
2020,7,12,17,30,260,2.9,3.5,99,99,99,999,1013.7,16.7,999,16.1,99,99
2020,7,12,17,40,257,3.1,3.9,0.7,5.56,5.03,265,1013.7,16.7,17.5,16.2,99,99
2020,7,12,17,50,253,3.6,4.5,99,99,99,999,1013.7,16.7,17.6,16.2,99,99
2020,7,12,18,0,248,3.7,4.5,99,99,99,999,1013.8,16.8,17.6,16.2,99,99
2020,7,12,18,10,243,3.7,4.6,99,99,99,999,1013.8,16.8,17.7,16.2,99,99
2020,7,12,18,20,236,3.4,3.9,99,99,99,999,1013.8,16.8,17.7,16.2,99,99
2020,7,12,18,30,233,3.4,4.3,99,99,99,999,1013.8,16.9,17.6,16.4,99,99
2020,7,12,18,40,230,3.4,4.1,0.67,7.69,5.54,260,1013.7,16.9,17.6,16.4,99,99
2020,7,12,18,50,241,3.5,4.1,99,99,99,999,1013.7,16.6,17.7,16.3,99,99
2020,7,12,19,0,248,3.9,4.6,99,99,99,999,1013.5,16.3,17.8,16.2,99,99
2020,7,12,19,10,253,4,4.7,99,99,99,999,1013.4,16.2,17.9,16.2,99,99
2020,7,12,19,20,265,4.4,5.4,99,99,99,999,1013.5,16.2,17.7,999,99,99
2020,7,12,19,30,273,4,5.1,99,99,99,999,1013.5,16.5,17.8,999,99,99
2020,7,12,19,40,272,4.5,5.8,0.66,8.33,5.62,265,1013.4,17,18,999,99,99
2020,7,12,19,50,273,5.2,6.1,99,99,99,999,1013.3,16.9,18,16.9,99,99
2020,7,12,20,0,272,5.5,6.3,99,99,99,999,1013.1,16.8,18,16.6,99,99
2020,7,12,20,10,270,5.4,6.3,99,99,99,999,1013.1,16.7,17.9,16.3,99,99
2020,7,12,20,20,272,5.3,6.3,99,99,99,999,1012.9,16.8,18,16.2,99,99
2020,7,12,20,30,271,5.6,6.6,99,99,99,999,1012.9,16.8,18,16,99,99
2020,7,12,20,40,269,5.3,6.3,0.77,8.33,5.09,278,1012.8,16.9,18,16.1,99,99
2020,7,12,20,50,265,5.7,6.7,99,99,99,999,1012.6,16.9,18,16,99,99
2020,7,12,21,0,268,5.8,6.9,99,99,99,999,1012.6,16.9,18,16,99,99
2020,7,12,21,10,267,5.9,6.9,99,99,99,999,1012.5,16.9,18,16,99,99
2020,7,12,21,20,263,6.1,7.1,99,99,99,999,1012.4,16.9,18,15.9,99,99
2020,7,12,21,30,262,5.8,6.9,99,99,99,999,1012.3,16.9,18,15.9,99,99
2020,7,12,21,40,262,5.7,6.8,0.83,8.33,4.98,271,1012.2,16.9,18,15.9,99,99
2020,7,12,21,50,259,5.7,6.8,99,99,99,999,1012.1,16.9,18,16,99,99
2020,7,12,22,0,261,5.9,6.9,99,99,99,999,1011.9,16.8,18,15.8,99,99
2020,7,12,22,10,258,6,7,99,99,99,999,1011.8,16.8,17.9,15.8,99,99
2020,7,12,22,20,259,6.2,7.4,99,99,99,999,1011.7,16.8,17.9,15.8,99,99
2020,7,12,22,30,258,6.3,7.4,99,99,99,999,1011.6,16.9,17.9,15.9,99,99
2020,7,12,22,40,258,6.5,8,0.86,7.14,4.85,267,1011.5,16.8,17.9,15.8,99,99
2020,7,12,22,50,259,6.9,8,99,99,99,999,1011.2,16.8,17.9,15.8,99,99
2020,7,12,23,0,259,7,8.2,99,99,99,999,1011.2,16.7,17.9,15.7,99,99
2020,7,12,23,10,258,7.2,8.4,99,99,99,999,1011.2,16.7,17.9,15.6,99,99
2020,7,12,23,20,261,7.3,9,99,99,99,999,1011.2,16.6,17.9,15.5,99,99
2020,7,12,23,30,260,7.5,9,99,99,99,999,1011.1,16.6,17.9,15.5,99,99
2020,7,12,23,40,256,7.9,9.4,0.95,8.33,4.5,275,1011,16.6,17.9,15.5,99,99
2020,7,12,23,50,255,7.6,9.2,99,99,99,999,1010.9,16.6,17.8,15.6,99,99
2020,7,13,0,0,254,7.8,9.4,99,99,99,999,1010.9,16.5,17.8,15.5,99,99
2020,7,13,0,10,258,8.1,9.7,99,99,99,999,1010.7,16.5,17.8,15.4,99,99
2020,7,13,0,20,256,8.2 1,0,99,99,99,999,1010.6,16.5,17.8,15.4,99,99
2020,7,13,0,30,258,8.1,9.9,99,99,99,999,1010.4,16.5,17.7,15.4,99,99
2020,7,13,0,40,257,7.9,9.5,1.05,8.33,4.27,266,1010.4,16.4,17.7,15.3,99,99
2020,7,13,0,50,255,8.2,9.7,99,99,99,999,1010.3,16.4,17.7,15.2,99,99
2020,7,13,1,0,250,7.8,9.3,99,99,99,999,1010.2,16.4,17.7,15.3,99,99
2020,7,13,1,10,250,7.8,9.1,99,99,99,999,1010,16.4,17.7,15.2,99,99
2020,7,13,1,20,251,7.7,9.2,99,99,99,999,1010,16.4,17.7,15.2,99,99
2020,7,13,1,30,248,7.9,9.2,99,99,99,999,1010,16.4,17.7,15.2,99,99
2020,7,13,1,40,249,7.8,9.1,1.09,4.76,4.37,261,1010,16.4,17.6,15.2,99,99
2020,7,13,1,50,251,7.9,9.7,99,99,99,999,1009.9,16.5,17.6,15.3,99,99
2020,7,13,2,0,246,7.6,9.1,99,99,99,999,1010,16.5,17.6,15.3,99,99
2020,7,13,2,10,249,7.4,9.3,99,99,99,999,1010,16.6,17.6,15.4,99,99
2020,7,13,2,20,247,7.3,9,99,99,99,999,1009.9,16.6,17.6,15.3,99,99
2020,7,13,2,30,246,6.8,8.1,99,99,99,999,1009.9,16.6,17.6,15.3,99,99
2020,7,13,2,40,246,6.6,8.1,1.24,6.25,4.52,267,1009.9,16.6,17.5,15.3,99,99
2020,7,13,2,50,243,6.5,7.9,99,99,99,999,1009.9,16.6,17.5,15.4,99,99
2020,7,13,3,0,246,6.2,7.5,99,99,99,999,1010,16.6,17.5,15.4,99,99
2020,7,13,3,10,242,5.9,7.2,99,99,99,999,1010,16.6,17.5,15.4,99,99
2020,7,13,3,20,245,5.7,6.9,99,99,99,999,1009.9,16.6,17.5,15.5,99,99
2020,7,13,3,30,243,5.8,7.1,99,99,99,999,1009.9,16.5,17.5,15.4,99,99
2020,7,13,3,40,242,5.9,6.9,1.38,6.25,4.86,271,1009.9,16.5,17.5,15.3,99,99
2020,7,13,3,50,241,5.9,7.2,99,99,99,999,1009.9,16.5,17.5,15.3,99,99
2020,7,13,4,0,244,6.3,7.5,99,99,99,999,1009.9,16.5,17.5,15.3,99,99
2020,7,13,4,10,240,6,7.3,99,99,99,999,1009.9,16.4,17.5,15.2,99,99
2020,7,13,4,20,239,5.8,7,99,99,99,999,1010,16.4,17.4,15.2,99,99
2020,7,13,4,30,234,6.1,7.4,99,99,99,999,1010.2,16.4,17.4,15.2,99,99
2020,7,13,4,40,236,6.2,7.3,1.4,5.88,5.02,266,1010.2,16.3,17.4,15.2,99,99
2020,7,13,4,50,234,6,7.6,99,99,99,999,1010.5,16.3,17.4,15.2,99,99
2020,7,13,5,0,237,6.1,7.2,99,99,99,999,1010.4,16.2,17.4,15,99,99
2020,7,13,5,10,239,5.6,7,99,99,99,999,1010.5,16.2,17.4,15,99,99
2020,7,13,5,20,235,5.7,6.8,99,99,99,999,1010.6,16.2,17.4,15,99,99
2020,7,13,5,30,232,5.5,6.8,99,99,99,999,1010.8,16.2,17.3,15,99,99
2020,7,13,5,40,230,5.8,7.2,1.35,5.56,4.9,266,1010.7,16.2,17.3,15,99,99
2020,7,13,5,50,231,5.9,7.5,99,99,99,999,1010.7,16.1,17.3,14.9,99,99
2020,7,13,6,0,232,5.9,7.2,99,99,99,999,1010.7,16.1,17.3,15,99,99
2020,7,13,6,10,227,5.4,6.8,99,99,99,999,1010.8,16.1,17.3,15,99,99
2020,7,13,6,20,225,5.3,6.5,99,99,99,999,1010.8,16.1,17.3,15,99,99
2020,7,13,6,30,223,5.4,6.4,99,99,99,999,1010.8,16.1,17.3,15,99,99
2020,7,13,6,40,218,5.1,6.3,1.28,5.56,4.79,265,1010.8,16.1,17.3,15.1,99,99
2020,7,13,6,50,217,5.2,6.5,99,99,99,999,1010.8,16.1,17.3,15.2,99,99
2020,7,13,7,0,213,5.2,6.3,99,99,99,999,1010.8,16.1,17.3,15.2,99,99
2020,7,13,7,10,209,5.1,6.2,99,99,99,999,1010.9,16.2,17.3,15.4,99,99
2020,7,13,7,20,204,5.4,6.4,99,99,99,999,1010.8,16.2,17.3,15.5,99,99
2020,7,13,7,30,199,5.6,6.9,99,99,99,999,1010.9,16.2,17.3,15.5,99,99
2020,7,13,7,40,193,6,6.9,1.13,5.56,4.74,263,1010.9,16.1,17.3,15.4,99,99
2020,7,13,7,50,194,5.9,6.9,99,99,99,999,1011,16.1,17.3,15.5,99,99
2020,7,13,8,0,192,6.5,8.3,99,99,99,999,1011,16,17.3,15.3,99,99
2020,7,13,8,10,195,7.3,8.7,99,99,99,999,1010.8,16,17.3,15.3,99,99
2020,7,13,8,20,193,7.4,8.6,99,99,99,999,1010.8,16,17.3,15.4,99,99
2020,7,13,8,30,196,7,8.5,99,99,99,999,1011,16,17.3,15.4,99,99
2020,7,13,8,40,187,6.5,7.9,1.17,6.67,4.91,263,1011,16,17.3,15.4,99,99
2020,7,13,8,50,186,6.6,8.1,99,99,99,999,1011.1,16,17.3,15.5,99,99
2020,7,13,9,0,179,7,8.2,99,99,99,999,1011.1,16,17.3,15.5,99,99
2020,7,13,9,10,180,7.4,8.7,99,99,99,999,1011,16,17.3,15.4,99,99
2020,7,13,9,20,190,7.4,8.4,99,99,99,999,1011,16,999,15.5,99,99
2020,7,13,9,30,185,6.7,8.1,99,99,99,999,1011.1,16.1,17.2,15.7,99,99
2020,7,13,9,40,182,6.2,7.5,1.07,7.69,4.96,265,1011.3,16.1,17.2,15.7,99,99
2020,7,13,9,50,177,5.2,6.2,99,99,99,999,1011.4,16.1,17.2,15.7,99,99
2020,7,13,10,0,179,5.4,6.5,99,99,99,999,1011.5,16,17.3,15.6,99,99
2020,7,13,10,10,180,5.8,7.1,99,99,99,999,1011.4,15.9,17.3,15.5,99,99
2020,7,13,10,20,186,6.1,7.2,99,99,99,999,1011.5,15.9,17.3,15.5,99,99
2020,7,13,10,30,188,6.5,7.6,99,99,99,999,1011.5,15.9,17.3,15.5,99,99
2020,7,13,10,40,199,6.3,7.6,0.99,7.69,4.92,270,1011.4,15.9,17.3,15.5,99,99
2020,7,13,10,50,204,6.3,7.6,99,99,99,999,1011.5,15.9,17.3,15.6,99,99
2020,7,13,11,0,207,6.1,7.3,99,99,99,999,1011.5,15.9,17.3,15.6,99,99
2020,7,13,11,10,211,5.3,6.3,99,99,99,999,1011.5,15.9,17.2,15.5,99,99
2020,7,13,11,20,210,5,6.3,99,99,99,999,1011.7,16,17.2,15.6,99,99
2020,7,13,11,30,205,4.5,6,99,99,99,999,1011.8,16,17.2,15.6,99,99
2020,7,13,11,40,207,4.2,5.2,1.01,7.69,5,264,1011.8,16.1,17.2,15.6,99,99
2020,7,13,11,50,211,4.1,5,99,99,99,999,1011.8,16,17.2,15.5,99,99
2020,7,13,12,0,215,4.5,5.2,99,99,99,999,1011.9,16,17.2,15.5,99,99
2020,7,13,12,10,220,4.2,5.1,99,99,99,999,1011.9,15.9,17.1,15.5,99,99
2020,7,13,12,20,223,3.9,4.7,99,99,99,999,1012.1,15.9,17.1,15.5,99,99
2020,7,13,12,30,224,3.6,4.3,99,99,99,999,1012.1,16,17.1,15.6,99,99
2020,7,13,12,40,226,3.7,4.4,0.93,7.14,5,269,1012.2,16,17.1,15.6,99,99
2020,7,13,12,50,227,3.5,4.4,99,99,99,999,1012.3,16,17.2,15.6,99,99
2020,7,13,13,0,234,3.5,4.3,99,99,99,999,1012.4,16,17.2,15.6,99,99
2020,7,13,13,10,236,3.5,4.4,99,99,99,999,1012.6,16.1,17.2,15.6,99,99
2020,7,13,13,20,234,3.4,4.2,99,99,99,999,1012.6,16.1,17.2,15.6,99,99
2020,7,13,13,30,232,3.4,4.3,99,99,99,999,1012.7,16.1,17.2,15.6,99,99
2020,7,13,13,40,232,3.3,4,0.96,7.69,5.08,271,1012.8,16.1,17.2,15.7,99,99
2020,7,13,13,50,229,3.5,4.2,99,99,99,999,1012.9,16.1,17.2,15.6,99,99
2020,7,13,14,0,235,3.7,4.5,99,99,99,999,1012.8,16,17.2,15.5,99,99
2020,7,13,14,10,231,4.1,5.1,99,99,99,999,1012.9,15.9,999,15.4,99,99
2020,7,13,14,20,234,4.4,5.1,99,99,99,999,1013.1,15.8,17.2,15.4,99,99
2020,7,13,14,30,230,4.3,5.1,99,99,99,999,1013.1,15.8,17.2,15.5,99,99
